2228	0.5	0.7	0.05	6.99e-03	4.99e-04
2124	0.5	0.9	0.05	8.98e-03	4.99e-04
2330	0.5	2.0	0.05	2.00e-02	4.99e-04
2325	0.5	3.4	0.05	3.39e-02	4.99e-04
2441	0.5	9.0	0.05	8.98e-02	5.01e-04
2479	0.5	16.1	0.05	1.61e-01	5.05e-04
2504	0.5	22.4	0.05	2.24e-01	5.11e-04
2528	0.5	31.6	0.05	3.15e-01	5.23e-04
2541	0.5	36.7	0.05	3.66e-01	5.31e-04
2554	0.5	42.7	0.05	4.26e-01	5.42e-04
2573	0.5	52.2	0.05	5.21e-01	5.63e-04
2592	0.5	63.2	0.05	6.31e-01	5.90e-04
2607	0.5	72.2	0.05	7.21e-01	6.15e-04
2014	0.5	77.1	0.05	7.69e-01	6.30e-04
2637	0.5	93.5	0.05	9.33e-01	6.83e-04
2658	0.5	110.7	0.05	1.10e+00	7.44e-04
2672	0.5	122.7	0.05	1.22e+00	7.89e-04
2688	0.5	137.4	0.05	1.37e+00	8.47e-04
2722	0.5	161.7	0.05	1.61e+00	9.47e-04
2759	0.5	218.0	0.50	2.18e+00	5.11e-03
2804	0.5	283.0	0.50	2.82e+00	5.19e-03
2872	0.5	410.0	0.50	4.09e+00	5.39e-03
2921	0.5	528.0	0.50	5.27e+00	5.64e-03
2958	0.5	626.0	0.50	6.25e+00	5.88e-03
2984	0.5	718.0	0.50	7.17e+00	6.14e-03
3015	0.5	824.0	0.50	8.22e+00	6.46e-03
3053	0.5	987.0	0.50	9.85e+00	7.00e-03
3080	0.5	1114.0	0.50	1.11e+01	7.46e-03
