2756	0.5	32.1	0.05	3.20e-01	5.24e-04
2777	0.5	43.1	0.05	4.30e-01	5.43e-04
2789	0.5	50.8	0.05	5.07e-01	5.59e-04
2802	0.5	60.8	0.05	6.07e-01	5.84e-04
2823	0.5	80.3	0.05	8.01e-01	6.39e-04
2841	0.5	100.0	0.05	9.98e-01	7.05e-04
2856	0.5	121.9	0.05	1.22e+00	7.86e-04
2872	0.5	148.1	0.05	1.48e+00	8.90e-04
2896	0.5	191.4	0.05	1.91e+00	1.08e-03
2904	0.5	218.0	0.50	2.18e+00	5.11e-03
2940	0.5	296.0	0.50	2.95e+00	5.20e-03
2970	0.5	389.0	0.50	3.88e+00	5.35e-03
3012	0.5	540.0	0.50	5.39e+00	5.67e-03
3045	0.5	687.0	0.50	6.86e+00	6.05e-03
3052	0.5	759.0	0.50	7.57e+00	6.26e-03
3123	0.5	1105.0	0.50	1.10e+01	7.43e-03
